Объект;Адрес;Местонахождение и Описание;№ Акта;Дата;№ Акта;Дата;ЗиП;Примечание;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.2.12;ИПД-РК с адресом 5.2.12 №1546 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;12.2.84;ИПД-РК с адресом 12.2.84 № 790 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.2.164;ИПД-РК с адресом 5.2.164 №850 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.2.17;ИПД-РК с адресом 5.2.17 № 1548 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.2.19;ИПД-РК с адресом 5.2.19 № 1552 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.2.40;ИПД-РК с адресом 5.2.40 № 1450 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.119;ИПД-РК с адресом 13.2.119 № 507 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.2.97;ИПД-РК с адресом 5.2.97 № 1148 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.2.99;ИПД-РК с адресом 5.2.99 № 1152 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.161;ИПД-РК с адресом 13.2.161 № 307 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.1.100;ИПД-РК с адресом 5.1.100 № 941 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;6.1.12;ИПД-РК с адресом 6.1.12 № 1554- неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;13.2.19;ИПД-РК с адресом 13.2.19 № 736 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;14.1.157;ИПД-РК с адресом 14.1.157 № 241 - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;14.2.116;ИПР-РК с адресом 14.2.116 1 этаж 4 секция - неисправность питания;АО№805;19.07.2022;АВР№806;19.07.2022;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.97;ОПС-РК с адресом 21.1.97 14 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;7.1.48;ОПС-РК с адресом 7.1.48 14 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;7.1.49;ОПС-РК с адресом 7.1.49 14 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;3.1.185;ОПС-РК с адресом 3.1.185 14 этаж 2 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.40;ОПС-РК с адресом 2.2.40 14 этаж 1 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;1.2.45;ОПС-РК с адресом 1.2.45 14 этаж 1 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;1.2.44;ОПС-РК с адресом 1.2.44 14 этаж 1 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.120;ОПС-РК с адресом 21.1.120 13 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.121;ОПС-РК с адресом 21.1.121 13 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;8.1.71;ОПС-РК с адресом 8.1.71 13 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;7.1.76;ОПС-РК с адресом 7.1.76 13 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;6.2.115;ОПС-РК с адресом 6.2.115 13 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.145;ОПС-РК с адресом 21.1.145 12 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.146;ОПС-РК с адресом 21.1.146 12 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.147;ОПС-РК с адресом 21.1.147 12 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;7.1.103;ОПС-РК с адресом 21.1.147 12 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;6.2.135;ОПС-РК с адресом 6.2.135 12 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.170;ОПС-РК с адресом 21.1.170 11 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.171;ОПС-РК с адресом 21.1.171 11 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.172;ОПС-РК с адресом 21.1.172 11 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;7.1.130;ОПС-РК с адресом 7.1.130 11 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;7.1.131;ОПС-РК с адресом 7.1.131 11 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.1.78;ОПС-РК с адресом 5.1.78 11 этаж 2 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.13;ОПС-РК с адресом 4.2.13 11 этаж 2 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.96;ОПС-РК с адресом 2.2.96 11 этаж 1 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;1.2.107;ОПС-РК с адресом 1.2.107 11 этаж 1 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;12.2.17;ОПС-РК с адресом 12.2.17 10 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;12.2.18;ОПС-РК с адресом 12.2.18 10 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;7.1.159;ОПС-РК с адресом 7.1.159 10 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.1.94;ОПС-РК с адресом 5.1.94 10 этаж 2 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;4.2.30;ОПС-РК с адресом 4.2.30 10 этаж 2 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;2.2.116;ОПС-РК с адресом 2.2.116 10 этаж 1 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;1.2.131;ОПС-РК с адресом 1.2.131 10 этаж 1 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;12.2.42;ОПС-РК с адресом 12.2.42 9 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;12.2.43;ОПС-РК с адресом 12.2.43 9 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;8.1.46;ОПС-РК с адресом 8.1.46 14 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 2шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;21.1.122;ОПС-РК с адресом 21.1.122 13 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 2шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;7.1.75;ОПС-РК с адресом 7.1.75 13 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 2шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;6.2.155;ОПС-РК с адресом 6.2.155 11 этаж 3 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 2шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.1.77;ОПС-РК с адресом 5.1.77 11 этаж 2 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 2шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;8.1.147;ОПС-РК с адресом 8.1.147 10 этаж 4 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 2шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;5.1.95;ОПС-РК с адресом 5.1.95 10 этаж 2 секция - неисправность питания;АО№807;19.07.2022;АВР№808;19.07.2022;CR123A - 2шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;16.1.11;ИПД-РК с адресом 16.1.11 №866 - неисправность питания;АО№809;20.07.2022;АВР№810;20.07.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный Корпус;11.1.103;ИПД-РК с адресом 11.1.103 № 350 - неисправность питания;АО№809;20.07.2022;АВР№810;20.07.2022;ER14505 - 1шт, CR2032 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
